id,loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,home_ownership,annual_inc,issue_d,loan_status,url
,25000,19450, 60 months,13.98%,452.37,C,C3,RENT,90000,10-Aug,Does not meet the credit policy. Status:Charged Off,
,14000,14000, 60 months,13.98%,325.62,C,C3,MORTGAGE,343368,10-Aug,Does not meet the credit policy. Status:Fully Paid,
,20000,20000, 36 months,15.21%,695.37,D,D2,MORTGAGE,120000,10-Aug,Does not meet the credit policy. Status:Fully Paid,
,9600,9600, 60 months,16.82%,237.66,E,E2,MORTGAGE,59004,10-Aug,Does not meet the credit policy. Status:Fully Paid,
,9000,9000, 36 months,13.61%,305.9,C,C2,MORTGAGE,63996,10-Aug,Does not meet the credit policy. Status:Charged Off,
,12000,12000, 36 months,13.61%,407.87,C,C2,RENT,35000,10-Aug,Does not meet the credit policy. Status:Fully Paid,
,3500,3500, 36 months,15.21%,121.69,D,D2,RENT,68160,10-Aug,Does not meet the credit policy. Status:Charged Off,
,3000,3000, 36 months,13.98%,102.51,C,C3,OWN,41500,10-Aug,Does not meet the credit policy. Status:Fully Paid,
,6500,6500, 36 months,14.35%,223.27,C,C4,MORTGAGE,95000,10-Aug,Does not meet the credit policy. Status:Fully Paid,
,7000,7000, 60 months,11.86%,155.22,B,B5,MORTGAGE,33000,10-Aug,Does not meet the credit policy. Status:Charged Off,
,6500,6500, 60 months,17.93%,164.81,E,E5,RENT,35460,10-Aug,Does not meet the credit policy. Status:Fully Paid,
,6000,6000, 36 months,13.61%,203.94,C,C2,MORTGAGE,34800,10-Aug,Does not meet the credit policy. Status:Fully Paid,
,18000,18000, 60 months,18.30%,460.03,F,F1,RENT,55000,10-Aug,Does not meet the credit policy. Status:Fully Paid,
,6000,6000, 36 months,16.82%,213.38,E,E2,RENT,36000,10-Aug,Does not meet the credit policy. Status:Fully Paid,
,2000,2000, 36 months,14.35%,68.7,C,C4,MORTGAGE,54996,10-Aug,Does not meet the credit policy. Status:Fully Paid,
,3600,3600, 36 months,14.84%,124.52,D,D1,RENT,40212,10-Aug,Does not meet the credit policy. Status:Fully Paid,
,22200,22200, 60 months,17.19%,554,E,E3,OWN,76000,10-Aug,Does not meet the credit policy. Status:Charged Off,
,8500,8500, 60 months,17.19%,212.12,E,E3,RENT,32000,10-Aug,Does not meet the credit policy. Status:Charged Off,
,6500,6500, 36 months,14.72%,224.44,C,C5,RENT,40000,10-Aug,Does not meet the credit policy. Status:Fully Paid,
,4000,4000, 36 months,15.95%,140.53,D,D4,MORTGAGE,33000,10-Aug,Does not meet the credit policy. Status:Fully Paid,
,2500,2500, 36 months,14.72%,86.33,C,C5,RENT,45000,10-Aug,Does not meet the credit policy. Status:Charged Off,
,8000,8000, 60 months,13.61%,184.54,C,C2,MORTGAGE,76500,10-Aug,Does not meet the credit policy. Status:Fully Paid,
,18000,18000, 60 months,20.16%,478.5,G,G1,RENT,60000,10-Aug,Does not meet the credit policy. Status:Charged Off,
,6000,6000, 36 months,18.30%,217.82,F,F1,RENT,26400,10-Aug,Does not meet the credit policy. Status:Charged Off,
,15000,15000, 60 months,13.23%,343.07,C,C1,OWN,57600,10-Aug,Does not meet the credit policy. Status:Fully Paid,
,4000,4000, 60 months,16.82%,99.03,E,E2,MORTGAGE,56652,10-Aug,Does not meet the credit policy. Status:Fully Paid,
,19000,19000, 60 months,13.98%,441.9,C,C3,MORTGAGE,40000,10-Aug,Does not meet the credit policy. Status:Fully Paid,
,8000,8000, 60 months,17.19%,199.64,E,E3,RENT,31824,10-Aug,Does not meet the credit policy. Status:Charged Off,
,7200,7200, 60 months,18.30%,184.01,F,F1,MORTGAGE,93000,10-Aug,Does not meet the credit policy. Status:Fully Paid,
,20000,20000, 60 months,20.16%,531.66,G,G1,MORTGAGE,60000,10-Aug,Does not meet the credit policy. Status:Charged Off,
,12000,12000, 60 months,19.04%,311.56,F,F3,MORTGAGE,100000,10-Jul,Does not meet the credit policy. Status:Charged Off,
,20000,20000, 60 months,17.56%,503.1,E,E4,RENT,63000,10-Aug,Does not meet the credit policy. Status:Fully Paid,
,7200,7200, 60 months,11.86%,159.66,B,B5,MORTGAGE,95000,10-Jul,Does not meet the credit policy. Status:Charged Off,
,8800,8800, 60 months,11.49%,193.5,B,B4,MORTGAGE,62400,10-Aug,Does not meet the credit policy. Status:Fully Paid,
,10000,10000, 36 months,13.61%,339.89,C,C2,MORTGAGE,76600,10-Aug,Does not meet the credit policy. Status:Fully Paid,
,6900,6900, 60 months,15.95%,167.62,D,D4,MORTGAGE,203311.42,10-Jul,Does not meet the credit policy. Status:Charged Off,
,7200,7200, 36 months,16.32%,254.27,D,D5,RENT,65004,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,4000,4000, 36 months,15.95%,140.53,D,D4,MORTGAGE,55000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,3200,3200, 36 months,14.35%,109.92,C,C4,RENT,44000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,5000,5000, 60 months,17.19%,124.78,E,E3,OWN,40800,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,9050,9050, 60 months,20.53%,242.45,G,G2,MORTGAGE,85000,10-Aug,Does not meet the credit policy. Status:Fully Paid,
,25000,25000, 60 months,20.16%,664.58,G,G1,MORTGAGE,105000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,2000,2000, 36 months,11.12%,65.6,B,B3,MORTGAGE,82000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,1600,1600, 36 months,17.19%,57.2,E,E3,MORTGAGE,20000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,1500,1500, 36 months,14.35%,51.53,C,C4,RENT,18000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,9000,9000, 60 months,18.67%,231.84,F,F2,MORTGAGE,52000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,5900,5900, 60 months,11.49%,129.73,B,B4,MORTGAGE,58000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,4000,4000, 60 months,16.45%,98.24,E,E1,MORTGAGE,84770,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,3500,3500, 36 months,7.14%,108.3,A,A3,MORTGAGE,39500,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,18000,18000, 60 months,17.56%,452.79,E,E4,MORTGAGE,90000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,10000,10000, 36 months,14.35%,343.48,C,C4,RENT,50000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,16000,16000, 36 months,17.19%,571.96,E,E3,RENT,125004,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,5900,5900, 60 months,20.90%,159.29,G,G3,RENT,58100,10-Jul,Does not meet the credit policy. Status:Charged Off,
,12000,12000, 60 months,16.45%,294.7,E,E1,MORTGAGE,125000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,6000,6000, 36 months,13.61%,203.94,C,C2,OWN,36000,10-Jul,Does not meet the credit policy. Status:Charged Off,
,9200,9200, 36 months,7.88%,287.79,A,A5,RENT,93000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,7750,7750, 60 months,15.95%,188.26,D,D4,RENT,25000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,18000,18000, 60 months,16.32%,440.8,D,D5,RENT,84996,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,3500,3500, 36 months,11.86%,116.02,B,B5,MORTGAGE,24996,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,10000,10000, 36 months,19.04%,366.77,F,F3,RENT,108000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,4000,4000, 60 months,16.45%,98.24,E,E1,RENT,30160,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,5000,5000, 36 months,16.45%,176.9,E,E1,MORTGAGE,70000,10-Jul,Does not meet the credit policy. Status:Charged Off,
,8400,8400, 60 months,17.19%,209.63,E,E3,OWN,48000,10-Jul,Does not meet the credit policy. Status:Charged Off,
,15000,15000, 36 months,14.35%,515.22,C,C4,RENT,50000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,24000,24000, 36 months,15.95%,843.18,D,D4,MORTGAGE,97000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,4000,4000, 36 months,15.21%,139.08,D,D2,RENT,54996,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,2500,2500, 36 months,11.86%,82.87,B,B5,MORTGAGE,24000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,3000,3000, 36 months,10.38%,97.34,B,B1,MORTGAGE,140000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,2400,2400, 36 months,13.23%,81.14,C,C1,RENT,81000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,4500,4500, 36 months,13.98%,153.76,C,C3,RENT,41000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,3000,3000, 36 months,11.86%,99.45,B,B5,MORTGAGE,38400,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,7400,7400, 36 months,13.98%,252.85,C,C3,MORTGAGE,35364,10-Jul,Does not meet the credit policy. Status:Charged Off,
,7000,7000, 60 months,17.93%,177.49,E,E5,RENT,30000,10-Jul,Does not meet the credit policy. Status:Charged Off,
,15000,15000, 36 months,16.82%,533.45,E,E2,MORTGAGE,85000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,4000,4000, 60 months,16.45%,98.24,E,E1,MORTGAGE,50004,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,2500,2500, 36 months,13.98%,85.42,C,C3,RENT,20004,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,25000,19275, 60 months,18.30%,492.61,F,F1,MORTGAGE,150000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,5000,5000, 60 months,13.98%,116.29,C,C3,RENT,81000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,14000,10950, 60 months,16.45%,268.91,E,E1,RENT,60000,10-Jul,Does not meet the credit policy. Status:Charged Off,
,6000,6000, 60 months,17.56%,150.93,E,E4,OWN,60000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,8000,8000, 36 months,13.98%,273.35,C,C3,MORTGAGE,80000,10-Jul,Does not meet the credit policy. Status:Charged Off,
,25000,16300, 60 months,20.53%,436.68,G,G2,MORTGAGE,240000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,15000,15000, 60 months,15.95%,364.38,D,D4,MORTGAGE,52000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,5000,5000, 36 months,14.35%,171.74,C,C4,MORTGAGE,50400,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,12000,12000, 36 months,11.12%,393.55,B,B3,MORTGAGE,62000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,1000,1000, 36 months,10.75%,32.63,B,B2,MORTGAGE,49560,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,25000,22925, 60 months,17.93%,581.28,E,E5,MORTGAGE,100000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,2500,2500, 36 months,13.61%,84.98,C,C2,RENT,57504,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,6000,6000, 60 months,16.82%,148.54,E,E2,RENT,44301.6,10-Jul,Does not meet the credit policy. Status:Charged Off,
,5000,5000, 60 months,15.21%,119.51,D,D2,RENT,54500,10-Jul,Does not meet the credit policy. Status:Charged Off,
,15000,12175, 60 months,16.82%,301.41,E,E2,MORTGAGE,108000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,7000,7000, 60 months,15.58%,168.67,D,D3,MORTGAGE,49000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,6000,6000, 36 months,7.88%,187.69,A,A5,RENT,90000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,14000,14000, 60 months,16.82%,346.59,E,E2,MORTGAGE,38000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,2000,2000, 36 months,14.72%,69.06,C,C5,RENT,43000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,12225,12225, 60 months,20.53%,327.51,G,G2,MORTGAGE,90000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,3200,3200, 60 months,15.21%,76.49,D,D2,RENT,30000,10-Jul,Does not meet the credit policy. Status:Charged Off,
,2300,2300, 36 months,11.12%,75.43,B,B3,MORTGAGE,56496,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,19000,19000, 60 months,18.30%,485.59,F,F1,MORTGAGE,80000,10-Jul,Does not meet the credit policy. Status:Charged Off,
,12000,12000, 60 months,15.95%,291.5,D,D4,MORTGAGE,75000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,3000,3000, 36 months,15.21%,104.31,D,D2,MORTGAGE,90000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,18000,18000, 36 months,14.84%,622.57,D,D1,MORTGAGE,78000,10-Jul,Does not meet the credit policy. Status:Charged Off,
,2500,2500, 60 months,16.32%,61.23,D,D5,RENT,24000,10-Jul,Does not meet the credit policy. Status:Charged Off,
,10000,10000, 36 months,14.35%,343.48,C,C4,MORTGAGE,59000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,2000,2000, 60 months,19.04%,51.93,F,F3,RENT,74360,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,3000,3000, 36 months,14.35%,103.05,C,C4,MORTGAGE,31000,10-Jul,Does not meet the credit policy. Status:Charged Off,
,3000,3000, 36 months,14.35%,103.05,C,C4,MORTGAGE,27600,10-Jul,Does not meet the credit policy. Status:Charged Off,
,6000,6000, 60 months,16.32%,146.94,D,D5,OWN,31200,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,4800,4800, 36 months,14.84%,166.02,D,D1,RENT,26400,10-Jul,Does not meet the credit policy. Status:Charged Off,
,5000,5000, 36 months,14.35%,171.74,C,C4,MORTGAGE,100000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,13125,13125, 60 months,11.49%,288.59,B,B4,MORTGAGE,156000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,10000,10000, 36 months,13.98%,341.68,C,C3,RENT,22880,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,7000,7000, 60 months,15.95%,170.05,D,D4,MORTGAGE,33600,10-Jun,Does not meet the credit policy. Status:Charged Off,
,4500,4500, 36 months,11.49%,148.38,B,B4,RENT,30684,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,12000,12000, 60 months,13.61%,276.8,C,C2,MORTGAGE,32004,10-Jul,Does not meet the credit policy. Status:Charged Off,
,9000,9000, 60 months,17.56%,226.4,E,E4,MORTGAGE,69320,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,20000,20000, 60 months,17.56%,503.1,E,E4,MORTGAGE,145000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,8000,8000, 36 months,15.95%,281.06,D,D4,RENT,66500,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,4800,4800, 36 months,7.88%,150.15,A,A5,MORTGAGE,45000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,3600,3600, 60 months,16.32%,88.16,D,D5,OWN,55000,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,4600,4600, 36 months,14.72%,158.84,C,C5,RENT,31000,10-Jun,Does not meet the credit policy. Status:Charged Off,
,4000,4000, 36 months,15.21%,139.08,D,D2,MORTGAGE,24000,10-Jun,Does not meet the credit policy. Status:Charged Off,
,5000,5000, 36 months,10.38%,162.23,B,B1,MORTGAGE,68000,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,25000,23075, 60 months,15.58%,556.01,D,D3,RENT,114000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,12000,12000, 60 months,16.45%,294.7,E,E1,RENT,90672,10-Jun,Does not meet the credit policy. Status:Charged Off,
,5600,5600, 36 months,11.49%,184.64,B,B4,RENT,48996,10-Jun,Does not meet the credit policy. Status:Charged Off,
,4000,4000, 60 months,17.56%,100.62,E,E4,MORTGAGE,55000,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,9600,9600, 36 months,15.95%,337.28,D,D4,RENT,45000,10-Jun,Does not meet the credit policy. Status:Charged Off,
,15000,15000, 60 months,19.79%,395.66,F,F5,RENT,99996,10-Jun,Does not meet the credit policy. Status:Charged Off,
,5000,5000, 60 months,20.16%,132.92,G,G1,MORTGAGE,88250,10-Jun,Does not meet the credit policy. Status:Charged Off,
,2850,2850, 36 months,11.86%,94.48,B,B5,RENT,60000,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,3200,3200, 60 months,13.61%,73.82,C,C2,RENT,45000,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,5000,5000, 60 months,16.82%,123.78,E,E2,MORTGAGE,31656,10-Jun,Does not meet the credit policy. Status:Charged Off,
,5000,5000, 36 months,14.84%,172.94,D,D1,RENT,38436,10-Jun,Does not meet the credit policy. Status:Charged Off,
,13700,13700, 60 months,18.30%,350.13,F,F1,MORTGAGE,35780,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,2000,2000, 36 months,11.12%,65.6,B,B3,RENT,49500,10-Jun,Does not meet the credit policy. Status:Charged Off,
,20000,20000, 60 months,16.82%,495.12,E,E2,MORTGAGE,57190,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,5000,5000, 60 months,19.41%,130.84,F,F4,RENT,46053.5,10-Jul,Does not meet the credit policy. Status:Charged Off,
,24000,24000, 60 months,20.16%,638,G,G1,RENT,65000,10-Jul,Does not meet the credit policy. Status:Fully Paid,
,20000,20000, 60 months,11.86%,443.48,B,B5,RENT,53000,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,4000,4000, 36 months,7.88%,125.13,A,A5,MORTGAGE,40000,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,10000,10000, 36 months,11.49%,329.72,B,B4,MORTGAGE,100000,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,15200,15200, 36 months,14.84%,525.73,D,D1,RENT,59000,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,12000,12000, 60 months,11.86%,266.09,B,B5,MORTGAGE,72000,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,24000,16800, 60 months,20.90%,453.56,G,G3,MORTGAGE,136000,10-Jun,Does not meet the credit policy. Status:Charged Off,
,10000,10000, 60 months,11.86%,221.74,B,B5,MORTGAGE,55000,10-Jun,Does not meet the credit policy. Status:Charged Off,
,7000,7000, 36 months,13.61%,237.92,C,C2,RENT,53000,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,2400,2400, 36 months,14.72%,82.87,C,C5,MORTGAGE,24000,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,9500,9500, 36 months,14.35%,326.31,C,C4,OWN,197000,10-Jun,Does not meet the credit policy. Status:Charged Off,
,2100,2100, 36 months,14.84%,72.64,D,D1,OWN,22000,10-Jun,Does not meet the credit policy. Status:Charged Off,
,20000,13825, 60 months,17.56%,347.77,E,E4,RENT,84996,10-Jun,Does not meet the credit policy. Status:Charged Off,
,15000,9975, 60 months,17.56%,250.92,E,E4,MORTGAGE,60000,10-Jun,Does not meet the credit policy. Status:Charged Off,
,5000,5000, 36 months,11.12%,163.98,B,B3,RENT,48000,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,5000,5000, 60 months,13.61%,115.34,C,C2,RENT,78000,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,7800,7800, 60 months,18.30%,199.35,F,F1,OWN,80000,10-Jun,Does not meet the credit policy. Status:Charged Off,
,8000,8000, 36 months,10.38%,259.57,B,B1,RENT,90000,10-Jun,Does not meet the credit policy. Status:Charged Off,
,10000,10000, 60 months,11.49%,219.88,B,B4,RENT,45000,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,10750,10750, 60 months,17.19%,268.27,E,E3,MORTGAGE,55000,10-Jun,Does not meet the credit policy. Status:Charged Off,
,3500,3500, 36 months,13.98%,119.59,C,C3,MORTGAGE,60000,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,19000,12825, 36 months,11.12%,420.61,B,B3,MORTGAGE,80000,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,12250,12250, 60 months,16.45%,300.84,E,E1,MORTGAGE,29880,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,8000,8000, 36 months,10.75%,260.97,B,B2,RENT,32000,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,10000,10000, 60 months,16.82%,247.56,E,E2,MORTGAGE,80000,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,3500,3500, 36 months,15.21%,121.69,D,D2,RENT,58000,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,10800,10800, 60 months,19.04%,280.4,F,F3,MORTGAGE,90000,10-Jun,Does not meet the credit policy. Status:Charged Off,
,4800,4800, 60 months,21.27%,130.59,G,G4,RENT,80000,10-Jun,Does not meet the credit policy. Status:Charged Off,
,12000,9925, 60 months,17.19%,247.68,E,E3,MORTGAGE,61000,10-Jun,Does not meet the credit policy. Status:Charged Off,
,9000,9000, 60 months,15.21%,215.11,D,D2,MORTGAGE,38000,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,16000,16000, 60 months,13.98%,372.13,C,C3,MORTGAGE,64848,10-Jun,Does not meet the credit policy. Status:Charged Off,
,12000,12000, 60 months,16.82%,297.08,E,E2,RENT,54996,10-Jun,Does not meet the credit policy. Status:Charged Off,
,5000,5000, 36 months,17.93%,180.59,E,E5,RENT,24000,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,7200,7200, 60 months,16.82%,178.25,E,E2,MORTGAGE,190000,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,2300,2300, 36 months,13.23%,77.76,C,C1,RENT,52800,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,3000,3000, 36 months,15.95%,105.4,D,D4,RENT,50000,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,2000,2000, 36 months,15.95%,70.27,D,D4,RENT,18000,10-Jun,Does not meet the credit policy. Status:Charged Off,
,2000,2000, 36 months,15.58%,69.91,D,D3,RENT,21600,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,20000,12225, 60 months,15.58%,294.57,D,D3,MORTGAGE,135200,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,7800,7800, 60 months,17.56%,196.21,E,E4,RENT,51000,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,20000,12725, 60 months,16.45%,312.5,E,E1,OWN,150000,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,3200,3200, 60 months,20.16%,85.07,G,G1,RENT,43200,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,3600,3600, 36 months,16.82%,128.03,E,E2,RENT,43000,10-Jun,Does not meet the credit policy. Status:Charged Off,
,6000,6000, 36 months,15.21%,208.61,D,D2,MORTGAGE,70000,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,14000,14000, 36 months,15.21%,486.76,D,D2,RENT,42000,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,4000,4000, 60 months,16.82%,99.03,E,E2,MORTGAGE,60700,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,4800,4800, 60 months,16.82%,118.83,E,E2,RENT,72000,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,16000,12000, 36 months,17.93%,433.41,E,E5,MORTGAGE,250000,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,5000,5000, 60 months,16.45%,122.79,E,E1,RENT,48000,10-Jun,Does not meet the credit policy. Status:Charged Off,
,4000,4000, 60 months,16.45%,98.24,E,E1,MORTGAGE,62000,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,13100,13100, 36 months,15.58%,457.85,D,D3,MORTGAGE,80000,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,16000,16000, 60 months,20.53%,428.64,G,G2,MORTGAGE,60000,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,25000,15075, 60 months,15.21%,360.3,D,D2,MORTGAGE,120000,10-Jun,Does not meet the credit policy. Status:Charged Off,
,6400,6400, 36 months,10.75%,208.78,B,B2,RENT,21600,10-Jun,Does not meet the credit policy. Status:Charged Off,
,11500,8875, 60 months,13.23%,202.98,C,C1,MORTGAGE,42000,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,10000,10000, 36 months,10.75%,326.21,B,B2,MORTGAGE,47000,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,6000,6000, 36 months,14.72%,207.18,C,C5,RENT,42000,10-May,Does not meet the credit policy. Status:Fully Paid,
,6000,6000, 60 months,19.04%,155.78,F,F3,MORTGAGE,60000,10-May,Does not meet the credit policy. Status:Fully Paid,
,10000,10000, 36 months,15.21%,347.69,D,D2,RENT,24996,10-May,Does not meet the credit policy. Status:Fully Paid,
,5500,5500, 36 months,13.98%,187.93,C,C3,MORTGAGE,65000,10-May,Does not meet the credit policy. Status:Fully Paid,
,25000,15400, 60 months,16.82%,381.25,E,E2,MORTGAGE,100000,10-Jun,Does not meet the credit policy. Status:Fully Paid,
,2800,2800, 36 months,7.88%,87.59,A,A5,MORTGAGE,54000,10-May,Does not meet the credit policy. Status:Fully Paid,
,10000,10000, 36 months,13.48%,339.26,C,C3,MORTGAGE,100000,10-May,Does not meet the credit policy. Status:Fully Paid,
,2100,2100, 36 months,13.85%,71.63,C,C4,RENT,40001,10-May,Does not meet the credit policy. Status:Fully Paid,
,12000,12000, 36 months,14.22%,411.42,C,C5,RENT,48000,10-May,Does not meet the credit policy. Status:Charged Off,
,4000,4000, 36 months,7.88%,125.13,A,A5,MORTGAGE,50000,10-May,Does not meet the credit policy. Status:Charged Off,
,6000,6000, 60 months,17.19%,149.73,E,E3,MORTGAGE,163500,10-May,Does not meet the credit policy. Status:Fully Paid,
,5000,5000, 36 months,10.25%,161.93,B,B2,RENT,60000,10-May,Does not meet the credit policy. Status:Fully Paid,
,6000,6000, 60 months,15.70%,144.96,D,D4,MORTGAGE,36300,10-May,Does not meet the credit policy. Status:Fully Paid,
,6000,6000, 36 months,14.59%,206.79,D,D1,MORTGAGE,60000,10-May,Does not meet the credit policy. Status:Fully Paid,
,12000,12000, 60 months,15.70%,289.91,D,D4,MORTGAGE,54500,10-May,Does not meet the credit policy. Status:Fully Paid,
,7000,7000, 60 months,19.04%,181.74,F,F3,OWN,100000,10-May,Does not meet the credit policy. Status:Charged Off,
,14000,9750, 60 months,12.73%,220.5,C,C1,MORTGAGE,50004,10-May,Does not meet the credit policy. Status:Fully Paid,
,10000,10000, 60 months,17.93%,253.56,E,E5,OWN,70000,10-May,Does not meet the credit policy. Status:Charged Off,
,2400,2400, 60 months,15.33%,57.52,D,D3,RENT,64500,10-May,Does not meet the credit policy. Status:Fully Paid,
,5000,5000, 36 months,14.96%,173.23,D,D2,RENT,44200,10-May,Does not meet the credit policy. Status:Charged Off,
,2500,2500, 36 months,16.45%,88.45,E,E1,RENT,21996,10-May,Does not meet the credit policy. Status:Fully Paid,
,8000,8000, 60 months,16.07%,194.85,D,D5,RENT,35360,10-May,Does not meet the credit policy. Status:Fully Paid,
,5600,5600, 36 months,16.45%,198.13,E,E1,RENT,48000,10-May,Does not meet the credit policy. Status:Charged Off,
,24000,14875, 60 months,14.59%,350.69,D,D1,RENT,72000,10-May,Does not meet the credit policy. Status:Charged Off,
,10000,6725, 36 months,9.88%,216.62,B,B1,MORTGAGE,24000,10-May,Does not meet the credit policy. Status:Fully Paid,
,9000,9000, 36 months,11.36%,296.19,B,B5,MORTGAGE,70000,10-May,Does not meet the credit policy. Status:Fully Paid,
,4500,4500, 36 months,13.48%,152.67,C,C3,RENT,45000,10-May,Does not meet the credit policy. Status:Fully Paid,
,9800,9800, 60 months,16.45%,240.67,E,E1,MORTGAGE,52272,10-May,Does not meet the credit policy. Status:Fully Paid,
,12000,12000, 36 months,13.85%,409.26,C,C4,RENT,28000,10-May,Does not meet the credit policy. Status:Charged Off,
